 * Serving Flask app 'app'
 * Debug mode: on
[31m[1mWARNING: This is a development server. Do not use it in a production deployment. Use a production WSGI server instead.[0m
 * Running on http://127.0.0.1:5000
[33mPress CTRL+C to quit[0m
 * Restarting with stat
 * Debugger is active!
 * Debugger PIN: 324-736-023
127.0.0.1 - - [20/May/2026 10:53:52] "[31m[1mGET /api/admin/health HTTP/1.1[0m" 401 -
127.0.0.1 - - [20/May/2026 11:03:12] "GET /api/results HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:03:12] "GET /api/results HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:03:12] "GET /api/profile HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:03:12] "GET /api/subscriptions HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:03:12] "GET /api/stations HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:03:12] "GET /api/managers HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:03:12] "GET /api/stations HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:03:12] "GET /api/profile HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:03:12] "GET /api/profile HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:03:12] "GET /api/results HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:03:12] "[31m[1mPOST /api/results HTTP/1.1[0m" 400 -
127.0.0.1 - - [20/May/2026 11:03:12] "GET /api/auth/me HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:03:12] "GET /api/profile HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:03:12] "GET /api/subscriptions HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:03:12] "GET /api/results HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:03:12] "GET /api/auth/me HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:03:12] "GET /api/subscriptions HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:03:12] "[31m[1mPOST /api/results HTTP/1.1[0m" 400 -
127.0.0.1 - - [20/May/2026 11:03:12] "GET /api/stations HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:03:12] "GET /api/stations HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:03:12] "POST /api/elections HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:03:12] "GET /api/elections HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:03:12] "POST /api/elections HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:03:12] "[31m[1mPOST /api/results HTTP/1.1[0m" 400 -
127.0.0.1 - - [20/May/2026 11:03:12] "[31m[1mPOST /api/results HTTP/1.1[0m" 400 -
127.0.0.1 - - [20/May/2026 11:03:12] "GET /api/auth/me HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:03:12] "GET /api/stations HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:03:12] "GET /api/stations HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:03:12] "GET /api/auth/me HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:03:12] "GET /api/results HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:03:12] "POST /api/elections HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:03:12] "GET /api/results HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:03:12] "GET /api/profile HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:03:12] "GET /api/elections HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:03:12] "GET /api/auth/me HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:03:12] "GET /api/profile HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:03:12] "GET /api/stations HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:03:12] "GET /api/auth/me HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:03:12] "GET /api/results HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:03:12] "GET /api/auth/me HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:03:12] "GET /api/auth/me HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:03:12] "GET /api/stations HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:03:12] "[31m[1mPOST /api/results HTTP/1.1[0m" 400 -
127.0.0.1 - - [20/May/2026 11:03:12] "GET /api/stations HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:03:12] "GET /api/elections HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:03:12] "GET /api/elections HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:03:12] "POST /api/elections HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:03:12] "GET /api/auth/me HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:03:13] "GET /api/profile HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:03:12] "GET /api/auth/me HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:03:13] "GET /api/elections HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:03:12] "POST /api/elections HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:03:13] "GET /api/auth/me HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:03:13] "GET /api/stations HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:03:13] "GET /api/stations HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:03:13] "[31m[1mPOST /api/results HTTP/1.1[0m" 400 -
127.0.0.1 - - [20/May/2026 11:03:13] "GET /api/results HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:03:13] "GET /api/elections HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:03:13] "GET /api/elections HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:03:13] "GET /api/results HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:03:13] "GET /api/auth/me HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:03:13] "GET /api/payment-history HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:03:13] "GET /api/profile HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:03:13] "[31m[1mPOST /api/results HTTP/1.1[0m" 400 -
127.0.0.1 - - [20/May/2026 11:03:13] "GET /api/results HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:03:13] "GET /api/stations HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:03:13] "GET /api/auth/me HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:03:13] "GET /api/elections HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:03:13] "POST /api/elections HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:03:13] "GET /api/elections HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:03:13] "GET /api/stations HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:03:13] "GET /api/results HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:03:13] "GET /api/stations HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:03:13] "GET /api/profile HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:03:13] "GET /api/auth/me HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:03:13] "GET /api/stations HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:03:13] "GET /api/elections HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:03:13] "GET /api/auth/me HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:03:13] "[31m[1mPOST /api/results HTTP/1.1[0m" 400 -
127.0.0.1 - - [20/May/2026 11:03:13] "GET /api/auth/me HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:03:13] "GET /api/elections HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:03:13] "GET /api/elections HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:03:13] "[31m[1mPOST /api/results HTTP/1.1[0m" 400 -
127.0.0.1 - - [20/May/2026 11:03:13] "GET /api/profile HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:03:13] "GET /api/auth/me HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:03:13] "GET /api/profile HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:03:13] "GET /api/auth/me HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:03:13] "GET /api/profile HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:03:13] "GET /api/elections HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:03:13] "GET /api/elections HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:03:13] "GET /api/profile HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:03:13] "GET /api/elections HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:03:13] "GET /api/results HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:03:13] "GET /api/profile HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:03:13] "GET /api/auth/me HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:03:13] "GET /api/auth/me HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:03:13] "GET /api/managers HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:03:13] "GET /api/results HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:03:13] "GET /api/managers HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:03:13] "GET /api/results HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:03:13] "GET /api/auth/me HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:03:13] "GET /api/profile HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:03:13] "GET /api/subscriptions HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:03:13] "GET /api/auth/me HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:03:13] "GET /api/elections HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:03:13] "GET /api/results HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:03:13] "GET /api/managers HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:03:13] "GET /api/profile HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:03:13] "GET /api/auth/me HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:03:13] "GET /api/subscriptions HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:03:13] "GET /api/auth/me HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:03:13] "GET /api/managers HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:03:13] "GET /api/subscriptions HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:03:13] "GET /api/profile HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:03:14] "[31m[1mPOST /api/results HTTP/1.1[0m" 400 -
127.0.0.1 - - [20/May/2026 11:03:14] "GET /api/profile HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:03:14] "GET /api/auth/me HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:03:14] "GET /api/stations HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:03:14] "GET /api/subscriptions HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:03:14] "[31m[1mPOST /api/results HTTP/1.1[0m" 400 -
127.0.0.1 - - [20/May/2026 11:03:14] "GET /api/elections HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:03:14] "POST /api/elections HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:03:14] "GET /api/subscriptions HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:03:14] "GET /api/managers HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:03:14] "GET /api/stations HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:03:14] "GET /api/stations HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:03:14] "GET /api/stations HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:03:14] "GET /api/profile HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:03:14] "[31m[1mPOST /api/results HTTP/1.1[0m" 400 -
127.0.0.1 - - [20/May/2026 11:03:14] "GET /api/profile HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:03:14] "GET /api/profile HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:03:14] "GET /api/profile HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:03:14] "GET /api/managers HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:03:14] "GET /api/auth/me HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:03:14] "GET /api/auth/me HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:03:14] "GET /api/stations HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:03:14] "GET /api/results HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:03:14] "GET /api/profile HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:03:14] "GET /api/results HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:03:14] "[31m[1mPOST /api/results HTTP/1.1[0m" 400 -
127.0.0.1 - - [20/May/2026 11:03:14] "GET /api/results HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:03:14] "GET /api/auth/me HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:03:14] "GET /api/elections HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:03:14] "GET /api/payment-history HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:03:14] "GET /api/profile HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:03:14] "GET /api/auth/me HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:03:14] "GET /api/elections HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:03:14] "GET /api/auth/me HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:03:14] "POST /api/elections HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:03:14] "GET /api/profile HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:03:14] "GET /api/auth/me HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:03:14] "GET /api/stations HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:03:14] "GET /api/managers HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:03:14] "POST /api/elections HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:03:14] "GET /api/results HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:03:14] "GET /api/results HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:03:14] "GET /api/subscriptions HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:03:14] "GET /api/stations HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:03:14] "GET /api/results HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:03:14] "POST /api/elections HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:03:14] "[31m[1mPOST /api/results HTTP/1.1[0m" 400 -
127.0.0.1 - - [20/May/2026 11:03:14] "GET /api/payment-history HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:03:14] "GET /api/profile HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:03:14] "GET /api/auth/me HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:03:14] "GET /api/subscriptions HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:03:14] "GET /api/auth/me HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:03:14] "GET /api/auth/me HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:03:14] "POST /api/elections HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:03:14] "GET /api/auth/me HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:03:14] "GET /api/stations HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:03:14] "GET /api/auth/me HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:03:14] "GET /api/elections HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:03:14] "POST /api/elections HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:03:14] "GET /api/profile HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:03:14] "POST /api/elections HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:03:14] "GET /api/elections HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:03:14] "GET /api/auth/me HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:03:14] "GET /api/results HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:03:14] "POST /api/elections HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:03:15] "GET /api/managers HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:03:15] "POST /api/elections HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:03:15] "POST /api/elections HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:03:15] "GET /api/subscriptions HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:03:15] "GET /api/auth/me HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:03:15] "GET /api/stations HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:03:15] "GET /api/stations HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:03:15] "GET /api/auth/me HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:03:15] "GET /api/auth/me HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:03:15] "GET /api/subscriptions HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:03:15] "GET /api/stations HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:03:15] "GET /api/elections HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:03:15] "GET /api/profile HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:03:15] "GET /api/managers HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:03:15] "GET /api/stations HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:03:15] "GET /api/stations HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:03:15] "POST /api/elections HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:03:15] "GET /api/profile HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:03:15] "GET /api/managers HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:03:15] "GET /api/stations HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:03:15] "GET /api/profile HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:03:15] "GET /api/elections HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:03:15] "GET /api/managers HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:03:15] "GET /api/elections HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:03:15] "GET /api/subscriptions HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:03:15] "POST /api/elections HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:03:15] "GET /api/stations HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:03:15] "GET /api/results HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:03:15] "GET /api/auth/me HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:03:15] "GET /api/auth/me HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:03:15] "GET /api/results HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:03:15] "GET /api/elections HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:03:15] "GET /api/profile HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:03:15] "GET /api/elections HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:03:15] "GET /api/auth/me HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:03:15] "GET /api/elections HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:03:15] "GET /api/auth/me HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:03:15] "GET /api/stations HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:03:15] "GET /api/auth/me HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:03:15] "POST /api/elections HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:03:15] "GET /api/stations HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:03:15] "GET /api/elections HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:03:15] "GET /api/stations HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:03:15] "POST /api/elections HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:03:15] "GET /api/payment-history HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:03:15] "GET /api/stations HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:03:15] "GET /api/stations HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:03:15] "GET /api/auth/me HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:03:15] "GET /api/stations HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:03:15] "GET /api/stations HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:03:15] "GET /api/auth/me HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:03:15] "GET /api/profile HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:03:15] "GET /api/auth/me HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:03:15] "GET /api/elections HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:03:15] "GET /api/elections HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:03:15] "GET /api/auth/me HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:03:15] "GET /api/elections HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:03:15] "GET /api/auth/me HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:03:15] "GET /api/elections HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:03:15] "GET /api/auth/me HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:03:15] "GET /api/profile HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:03:15] "GET /api/managers HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:03:15] "GET /api/auth/me HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:03:15] "GET /api/subscriptions HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:03:15] "GET /api/stations HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:03:16] "GET /api/payment-history HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:03:16] "GET /api/elections HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:03:16] "GET /api/elections HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:03:16] "GET /api/results HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:03:16] "GET /api/payment-history HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:03:16] "GET /api/results HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:03:16] "GET /api/auth/me HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:03:16] "GET /api/payment-history HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:03:16] "[31m[1mPOST /api/results HTTP/1.1[0m" 400 -
127.0.0.1 - - [20/May/2026 11:03:16] "GET /api/elections HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:03:16] "POST /api/elections HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:03:16] "[31m[1mPOST /api/results HTTP/1.1[0m" 400 -
127.0.0.1 - - [20/May/2026 11:03:16] "POST /api/elections HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:03:16] "GET /api/payment-history HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:03:16] "GET /api/results HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:03:16] "GET /api/subscriptions HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:03:16] "GET /api/auth/me HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:03:16] "GET /api/managers HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:03:16] "GET /api/auth/me HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:03:16] "GET /api/auth/me HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:03:16] "[31m[1mPOST /api/results HTTP/1.1[0m" 400 -
127.0.0.1 - - [20/May/2026 11:03:16] "GET /api/stations HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:03:16] "GET /api/auth/me HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:03:16] "GET /api/stations HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:03:16] "GET /api/profile HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:03:16] "GET /api/results HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:03:16] "GET /api/managers HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:03:16] "GET /api/elections HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:03:16] "GET /api/stations HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:03:16] "GET /api/elections HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:03:16] "GET /api/profile HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:03:16] "GET /api/auth/me HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:03:16] "GET /api/elections HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:03:16] "GET /api/stations HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:03:16] "[31m[1mPOST /api/results HTTP/1.1[0m" 400 -
127.0.0.1 - - [20/May/2026 11:03:16] "GET /api/stations HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:03:16] "GET /api/stations HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:03:16] "GET /api/elections HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:03:16] "[31m[1mPOST /api/results HTTP/1.1[0m" 400 -
127.0.0.1 - - [20/May/2026 11:03:16] "GET /api/auth/me HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:03:16] "GET /api/stations HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:03:16] "GET /api/elections HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:03:16] "GET /api/stations HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:03:16] "GET /api/auth/me HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:03:16] "GET /api/results HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:03:16] "GET /api/profile HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:03:16] "GET /api/auth/me HTTP/1.1" 200 -
127.0.0.1 - - [20/May/2026 11:03:16] "GET /api/stations HTTP/1.1" 200 -
